order_id,customer_id,order_date,category,product,quantity,price,sales
69,2338,2023-07-29,Toys,Lego Set,1,60,60
70,4954,2024-08-16,Electronics,Smartphone,1,699,699
71,1937,2024-04-23,Electronics,Headphones,3,150,450
72,3406,2024-03-06,Books,Comics,4,10,40
73,3172,2023-10-08,Electronics,Headphones,2,150,300
74,4170,2024-02-28,Clothing,T-Shirt,3,20,60
75,4668,2024-01-12,Home & Kitchen,Blender,3,60,180
76,3266,2024-10-25,Electronics,Smartwatch,1,250,250
77,3923,2025-01-14,Toys,Action Figure,2,25,50
78,1724,2024-11-14,Books,Comics,2,10,20
79,3779,2024-01-15,Home & Kitchen,Coffee Maker,2,100,200
80,3012,2023-02-28,Home & Kitchen,Toaster,3,30,90
81,3949,2024-05-21,Home & Kitchen,Microwave,3,150,450
82,2775,2024-11-30,Home & Kitchen,Microwave,3,150,450
83,2247,2024-06-14,Toys,Lego Set,2,60,120
84,2737,2023-08-30,Books,Non-Fiction Book,3,20,60
85,4460,2024-09-01,Home & Kitchen,Coffee Maker,3,100,300
86,2275,2024-02-08,Clothing,T-Shirt,1,20,20
87,4074,2023-10-12,Books,Fiction Book,2,15,30
88,4499,2024-03-03,Books,Fiction Book,4,15,60
89,1489,2024-06-02,Clothing,T-Shirt,3,20,60
90,2168,2023-02-07,Home & Kitchen,Toaster,1,30,30
91,4936,2023-07-05,Clothing,T-Shirt,1,20,20
92,3474,2023-09-17,Electronics,Headphones,2,150,300
93,1692,2023-04-30,Home & Kitchen,Toaster,4,30,120
94,1756,2024-08-17,Books,Comics,2,10,20
95,2697,2024-11-11,Clothing,T-Shirt,1,20,20
96,4325,2023-06-25,Electronics,Smartphone,2,699,1398
97,1547,2024-03-05,Electronics,Smartwatch,3,250,750
98,3191,2023-02-07,Electronics,Smartphone,2,699,1398
99,3476,2023-06-14,Clothing,T-Shirt,2,20,40
100,4770,2024-02-23,Clothing,Shoes,1,80,80
101,4588,2024-10-22,Books,Fiction Book,2,15,30
102,3119,2023-03-20,Electronics,Smartwatch,1,250,250
103,3992,2024-03-18,Clothing,Jeans,2,50,100
104,1114,2023-04-13,Home & Kitchen,Blender,2,60,120
105,4705,2024-11-21,Toys,Board Game,1,40,40
106,3195,2023-11-18,Toys,Doll,3,30,90
107,2470,2024-11-01,Toys,Action Figure,1,25,25
108,4508,2025-01-29,Books,Fiction Book,2,15,30
109,4692,2024-04-02,Toys,Doll,4,30,120
110,4720,2025-01-10,Clothing,Jacket,1,100,100
111,2562,2024-01-20,Home & Kitchen,Blender,4,60,240
112,2760,2023-08-20,Home & Kitchen,Coffee Maker,1,100,100
113,2641,2023-06-28,Electronics,Headphones,4,150,600
114,2769,2025-01-30,Clothing,T-Shirt,1,20,20
115,1502,2023-05-14,Clothing,Shoes,1,80,80
116,3725,2024-12-31,Books,Comics,3,10,30
117,1973,2024-01-09,Clothing,T-Shirt,1,20,20
118,2274,2024-12-02,Home & Kitchen,Coffee Maker,4,100,400
119,4954,2023-03-21,Toys,Doll,3,30,90
120,3744,2024-09-03,Books,Fiction Book,4,15,60
121,1164,2024-07-26,Home & Kitchen,Blender,2,60,120
122,4991,2023-03-09,Clothing,T-Shirt,4,20,80
123,3352,2024-10-14,Toys,Action Figure,1,25,25
124,1877,2024-07-08,Toys,Action Figure,3,25,75
125,1151,2024-03-10,Home & Kitchen,Blender,4,60,240
126,2590,2023-04-18,Home & Kitchen,Blender,3,60,180
127,3323,2023-05-27,Electronics,Smartphone,4,699,2796
128,2701,2024-12-18,Home & Kitchen,Blender,4,60,240
129,1102,2024-12-27,Books,Non-Fiction Book,2,20,40
130,3141,2024-02-24,Electronics,Headphones,3,150,450
131,3485,2023-11-24,Electronics,Laptop,4,1200,4800
132,2384,2024-06-04,Clothing,T-Shirt,4,20,80
133,1831,2024-12-26,Home & Kitchen,Microwave,1,150,150
134,4462,2023-05-29,Home & Kitchen,Coffee Maker,1,100,100
135,1972,2024-12-28,Toys,Board Game,2,40,80
136,2570,2024-06-15,Electronics,Smartphone,2,699,1398
137,4714,2024-06-08,Home & Kitchen,Coffee Maker,2,100,200
138,4301,2024-01-14,Books,Comics,3,10,30
139,1662,2023-02-22,Home & Kitchen,Coffee Maker,1,100,100
140,1337,2024-08-06,Clothing,Shoes,2,80,160
141,3753,2024-07-09,Electronics,Smartwatch,1,250,250
142,3997,2024-07-04,Electronics,Smartwatch,4,250,1000
143,1680,2023-10-24,Clothing,Jeans,1,50,50
144,1572,2024-03-25,Home & Kitchen,Toaster,2,30,60
145,1640,2023-06-16,Toys,Action Figure,1,25,25
146,4561,2023-07-31,Books,Cookbook,1,25,25
147,3911,2024-04-17,Clothing,Jeans,4,50,200
148,2026,2023-05-27,Clothing,Shoes,3,80,240
149,2042,2024-03-16,Books,Fiction Book,3,15,45
150,4707,2024-07-01,Toys,Lego Set,4,60,240
151,2080,2024-06-12,Toys,Action Figure,2,25,50
152,3230,2023-04-04,Home & Kitchen,Microwave,3,150,450
153,4871,2024-02-14,Electronics,Smartwatch,3,250,750
154,2245,2023-07-02,Electronics,Laptop,4,1200,4800
155,3622,2024-11-14,Clothing,Jacket,1,100,100
156,2393,2023-08-04,Books,Comics,4,10,40
157,1193,2024-10-31,Home & Kitchen,Microwave,2,150,300
158,4671,2024-08-05,Books,Fiction Book,3,15,45
159,1263,2023-04-14,Clothing,Jeans,2,50,100
160,2267,2023-10-30,Clothing,Jacket,2,100,200
161,3910,2023-02-14,Home & Kitchen,Blender,4,60,240
162,4222,2023-09-24,Books,Cookbook,2,25,50
163,1770,2023-04-03,Clothing,Jacket,3,100,300
164,1537,2024-05-10,Toys,Board Game,1,40,40
165,4069,2024-02-06,Home & Kitchen,Microwave,2,150,300
166,1968,2024-06-18,Toys,Doll,4,30,120
167,2920,2024-01-31,Books,Fiction Book,3,15,45
168,1969,2023-09-20,Electronics,Smartphone,2,699,1398
169,3668,2023-11-22,Home & Kitchen,Coffee Maker,1,100,100
170,4922,2024-09-04,Home & Kitchen,Coffee Maker,1,100,100
171,4274,2024-07-06,Electronics,Smartwatch,2,250,500
172,4192,2024-07-22,Clothing,T-Shirt,2,20,40
173,2192,2023-07-30,Electronics,Headphones,4,150,600
174,2185,2023-08-23,Electronics,Smartphone,2,699,1398
175,3611,2024-08-14,Home & Kitchen,Blender,3,60,180
176,1261,2023-06-16,Books,Fiction Book,1,15,15
177,4438,2023-10-15,Toys,Lego Set,1,60,60
178,2344,2024-10-25,Electronics,Smartphone,3,699,2097
179,2754,2024-02-08,Toys,Lego Set,1,60,60
180,4430,2024-02-20,Home & Kitchen,Toaster,2,30,60
181,1512,2023-03-05,Electronics,Smartwatch,3,250,750
182,3099,2024-06-20,Clothing,T-Shirt,1,20,20
183,4252,2023-12-09,Home & Kitchen,Toaster,2,30,60
184,1022,2024-11-07,Home & Kitchen,Microwave,3,150,450
185,1026,2024-10-05,Toys,Board Game,4,40,160
186,3841,2024-08-29,Clothing,Jacket,3,100,300
187,4544,2024-11-07,Home & Kitchen,Blender,3,60,180
188,4312,2024-03-06,Clothing,Shoes,3,80,240
189,2537,2023-09-12,Home & Kitchen,Toaster,4,30,120
190,4673,2024-03-17,Clothing,Jacket,1,100,100
191,3290,2024-07-06,Home & Kitchen,Microwave,2,150,300
192,3985,2024-08-18,Toys,Doll,3,30,90
193,1348,2024-10-03,Clothing,T-Shirt,2,20,40
194,1602,2023-06-07,Toys,Board Game,3,40,120
195,4883,2023-10-23,Clothing,T-Shirt,2,20,40
196,1417,2023-12-31,Home & Kitchen,Coffee Maker,3,100,300
197,2972,2024-11-13,Electronics,Smartphone,2,699,1398
198,4518,2025-01-09,Electronics,Headphones,3,150,450
199,4316,2023-11-26,Electronics,Headphones,3,150,450
200,4884,2023-08-18,Home & Kitchen,Microwave,2,150,300
201,3332,2024-12-20,Home & Kitchen,Blender,4,60,240
202,2671,2024-06-21,Books,Fiction Book,3,15,45
203,3318,2023-07-02,Books,Non-Fiction Book,1,20,20
204,1383,2024-09-30,Toys,Board Game,4,40,160
205,3885,2024-03-14,Clothing,Shoes,4,80,320
206,1836,2023-08-10,Toys,Lego Set,2,60,120
207,4674,2024-11-23,Clothing,Shoes,1,80,80
208,4838,2024-09-10,Electronics,Laptop,4,1200,4800
209,2836,2024-10-13,Toys,Doll,2,30,60
210,1667,2023-09-05,Books,Non-Fiction Book,4,20,80
211,4316,2023-06-09,Home & Kitchen,Toaster,4,30,120
212,1626,2024-02-14,Toys,Lego Set,3,60,180
213,4042,2023-03-14,Electronics,Laptop,1,1200,1200
214,3826,2024-08-13,Clothing,Jacket,1,100,100
215,1692,2023-11-27,Electronics,Laptop,2,1200,2400
216,3839,2023-03-15,Electronics,Smartphone,3,699,2097
217,2303,2024-02-04,Clothing,Jeans,1,50,50
218,4484,2024-03-03,Books,Cookbook,4,25,100
219,2259,2024-08-30,Books,Comics,4,10,40
220,3826,2023-10-16,Electronics,Smartphone,3,699,2097
221,4774,2023-10-05,Home & Kitchen,Microwave,3,150,450
222,3262,2023-09-20,Home & Kitchen,Coffee Maker,4,100,400
223,2347,2024-12-01,Books,Fiction Book,4,15,60
224,3522,2024-02-14,Books,Non-Fiction Book,4,20,80
225,3582,2025-01-12,Toys,Doll,1,30,30
226,1215,2024-11-08,Books,Cookbook,2,25,50
227,1194,2024-11-10,Toys,Doll,3,30,90
228,1899,2024-11-13,Clothing,Jeans,1,50,50
229,1318,2025-01-20,Clothing,Shoes,4,80,320
230,4594,2024-03-26,Toys,Action Figure,2,25,50
231,3733,2024-08-25,Clothing,Jeans,1,50,50
232,1579,2024-02-21,Toys,Lego Set,2,60,120
233,1768,2023-04-20,Toys,Doll,4,30,120
234,4432,2023-09-20,Clothing,Jacket,4,100,400
235,4009,2023-10-19,Home & Kitchen,Microwave,2,150,300
236,3168,2023-10-31,Toys,Board Game,2,40,80
237,2085,2024-05-13,Toys,Doll,2,30,60
238,3773,2024-10-18,Electronics,Smartphone,1,699,699
239,1728,2024-07-07,Toys,Doll,1,30,30
240,4632,2024-05-23,Toys,Lego Set,2,60,120
241,4472,2024-10-13,Electronics,Headphones,1,150,150
242,4799,2023-07-14,Clothing,T-Shirt,2,20,40
243,2023,2025-01-02,Electronics,Headphones,3,150,450
244,1109,2024-07-19,Toys,Doll,2,30,60
245,1781,2023-08-12,Home & Kitchen,Blender,1,60,60
246,3357,2023-10-21,Electronics,Smartphone,3,699,2097
247,1809,2024-02-01,Toys,Doll,4,30,120
248,1330,2024-09-25,Toys,Board Game,1,40,40
249,2483,2024-07-03,Home & Kitchen,Blender,2,60,120
250,2280,2024-02-14,Home & Kitchen,Microwave,1,150,150
251,3826,2023-06-18,Toys,Doll,1,30,30
252,2177,2023-08-17,Clothing,Shoes,1,80,80
253,1754,2023-08-15,Clothing,T-Shirt,3,20,60
254,2994,2023-09-16,Books,Fiction Book,3,15,45
255,4883,2023-03-08,Electronics,Smartwatch,2,250,500
256,4476,2024-04-13,Toys,Board Game,2,40,80
257,4962,2024-09-10,Home & Kitchen,Blender,1,60,60
258,3475,2023-10-10,Books,Fiction Book,3,15,45
259,4103,2024-05-06,Books,Fiction Book,3,15,45
260,3155,2023-05-02,Books,Cookbook,3,25,75
261,2022,2023-09-03,Books,Non-Fiction Book,3,20,60
262,1561,2023-09-08,Electronics,Smartphone,4,699,2796
263,3692,2024-11-01,Books,Non-Fiction Book,2,20,40
264,3101,2024-06-27,Books,Comics,4,10,40
265,4949,2023-08-31,Books,Cookbook,3,25,75
266,2517,2024-01-23,Home & Kitchen,Blender,2,60,120
267,2609,2024-09-25,Books,Non-Fiction Book,1,20,20
268,3886,2024-09-26,Home & Kitchen,Microwave,3,150,450
269,4111,2023-08-06,Home & Kitchen,Toaster,1,30,30
270,3055,2024-02-04,Books,Non-Fiction Book,4,20,80
271,3444,2023-07-20,Toys,Doll,2,30,60
272,3235,2024-06-15,Electronics,Smartwatch,4,250,1000
273,1440,2025-01-15,Books,Non-Fiction Book,1,20,20
274,2312,2024-06-20,Books,Cookbook,2,25,50
275,1146,2024-11-30,Toys,Doll,4,30,120
276,1338,2023-09-25,Toys,Lego Set,3,60,180
277,1687,2024-09-29,Toys,Doll,3,30,90
278,1807,2023-05-07,Books,Non-Fiction Book,4,20,80
279,3294,2024-02-23,Clothing,Jacket,3,100,300
280,1039,2023-10-22,Clothing,Jeans,2,50,100
281,1980,2024-01-19,Electronics,Laptop,4,1200,4800
282,3937,2024-10-05,Books,Fiction Book,4,15,60
283,3209,2023-09-13,Toys,Action Figure,3,25,75
284,3797,2023-04-03,Home & Kitchen,Microwave,2,150,300
285,1642,2023-04-19,Books,Comics,2,10,20
286,2899,2023-06-27,Books,Non-Fiction Book,2,20,40
287,3929,2024-03-10,Clothing,Jacket,3,100,300
288,1427,2024-05-21,Home & Kitchen,Toaster,3,30,90
289,3937,2024-01-02,Electronics,Headphones,3,150,450
290,4519,2023-12-17,Clothing,Jeans,3,50,150
291,4607,2023-09-19,Books,Comics,2,10,20
292,1707,2023-09-17,Toys,Doll,1,30,30
293,4622,2023-11-24,Home & Kitchen,Microwave,2,150,300
294,3486,2023-05-14,Toys,Lego Set,3,60,180
295,1550,2023-11-06,Electronics,Smartwatch,1,250,250
296,4406,2023-03-26,Books,Fiction Book,4,15,60
297,1787,2023-05-25,Electronics,Smartwatch,2,250,500
298,3641,2024-03-22,Home & Kitchen,Coffee Maker,3,100,300
299,3515,2024-02-27,Toys,Board Game,2,40,80
300,1916,2024-11-18,Home & Kitchen,Microwave,2,150,300
301,4818,2024-04-15,Clothing,Jeans,1,50,50
302,4926,2023-12-02,Books,Non-Fiction Book,4,20,80
303,1885,2023-07-05,Home & Kitchen,Microwave,1,150,150
304,2138,2024-08-10,Toys,Action Figure,3,25,75
305,3886,2024-03-02,Home & Kitchen,Blender,3,60,180
306,2439,2024-10-15,Electronics,Smartwatch,2,250,500
307,3663,2023-03-16,Toys,Board Game,2,40,80
308,1950,2024-02-12,Clothing,Shoes,3,80,240
309,2309,2024-09-07,Home & Kitchen,Blender,4,60,240
310,1871,2023-03-27,Books,Comics,4,10,40
311,4269,2024-10-09,Home & Kitchen,Toaster,4,30,120
312,4955,2025-01-15,Toys,Board Game,3,40,120
313,3355,2024-05-06,Clothing,Jeans,2,50,100
314,2025,2024-01-24,Toys,Lego Set,2,60,120
315,1898,2024-05-15,Books,Fiction Book,4,15,60
316,2357,2024-03-09,Books,Cookbook,2,25,50
317,3988,2024-08-07,Clothing,T-Shirt,2,20,40
318,2314,2024-05-01,Clothing,Shoes,4,80,320
319,3873,2023-04-20,Clothing,Jeans,3,50,150
320,2091,2024-08-04,Electronics,Smartphone,1,699,699
321,2704,2025-01-30,Clothing,T-Shirt,1,20,20
322,3856,2024-04-08,Toys,Lego Set,4,60,240
323,4086,2023-06-26,Clothing,T-Shirt,1,20,20
324,4529,2024-10-03,Home & Kitchen,Blender,3,60,180
325,1478,2023-03-16,Clothing,Jeans,1,50,50
326,2886,2024-07-29,Books,Cookbook,1,25,25
327,3731,2023-03-05,Toys,Action Figure,2,25,50
328,4579,2024-07-10,Electronics,Laptop,3,1200,3600
329,1294,2023-09-12,Clothing,Jacket,3,100,300
330,1952,2024-02-18,Books,Non-Fiction Book,3,20,60
331,3636,2023-04-22,Toys,Action Figure,3,25,75
332,3642,2024-09-10,Electronics,Laptop,1,1200,1200
333,3279,2024-07-22,Books,Non-Fiction Book,4,20,80
334,2075,2024-11-07,Home & Kitchen,Toaster,3,30,90
335,2144,2024-01-10,Electronics,Smartwatch,2,250,500
336,1041,2024-06-24,Electronics,Laptop,3,1200,3600
337,4184,2023-10-12,Home & Kitchen,Blender,2,60,120
338,1810,2023-10-07,Clothing,Jacket,1,100,100
339,4700,2025-01-12,Clothing,Jeans,2,50,100
340,3474,2023-12-20,Electronics,Smartphone,3,699,2097
341,1110,2023-04-24,Home & Kitchen,Blender,2,60,120
342,3798,2023-06-28,Toys,Lego Set,2,60,120
343,4341,2023-03-29,Books,Non-Fiction Book,2,20,40
344,4665,2024-08-21,Clothing,T-Shirt,3,20,60
345,3923,2023-09-08,Toys,Board Game,1,40,40
346,4894,2024-02-05,Books,Non-Fiction Book,1,20,20
347,3133,2023-03-02,Home & Kitchen,Blender,1,60,60
348,3468,2023-11-05,Home & Kitchen,Coffee Maker,2,100,200
349,3181,2023-05-05,Toys,Doll,2,30,60
350,3764,2023-07-21,Books,Comics,2,10,20
351,4062,2023-05-06,Clothing,Jacket,2,100,200
352,1821,2024-06-01,Home & Kitchen,Blender,1,60,60
353,1640,2023-05-24,Clothing,T-Shirt,1,20,20
354,3601,2024-03-11,Clothing,Shoes,4,80,320
355,3129,2023-10-09,Books,Cookbook,3,25,75
356,1338,2023-06-21,Home & Kitchen,Toaster,4,30,120
357,3281,2025-02-03,Books,Cookbook,2,25,50
358,4267,2024-03-17,Books,Comics,2,10,20
359,1969,2024-11-05,Clothing,Jeans,4,50,200
360,2421,2023-03-06,Home & Kitchen,Toaster,2,30,60
361,2766,2024-05-21,Books,Fiction Book,2,15,30
362,3201,2024-05-15,Toys,Board Game,4,40,160
363,1607,2024-08-25,Clothing,Shoes,1,80,80
364,1461,2024-07-10,Home & Kitchen,Blender,4,60,240
365,2803,2023-06-11,Electronics,Laptop,4,1200,4800
366,4462,2023-11-23,Home & Kitchen,Toaster,2,30,60
367,3649,2023-07-05,Clothing,T-Shirt,3,20,60
368,1539,2024-03-12,Clothing,T-Shirt,3,20,60
369,4527,2024-11-15,Books,Comics,2,10,20
370,3113,2025-01-30,Clothing,T-Shirt,1,20,20
371,3343,2023-05-29,Clothing,Jeans,4,50,200
372,1892,2023-10-24,Toys,Board Game,1,40,40
373,4908,2023-02-13,Clothing,Shoes,1,80,80
374,4070,2023-03-16,Clothing,Jacket,1,100,100
375,4156,2024-12-14,Toys,Lego Set,3,60,180
376,3247,2024-04-09,Toys,Lego Set,4,60,240
377,4198,2024-04-30,Home & Kitchen,Coffee Maker,4,100,400
378,3854,2023-02-14,Books,Non-Fiction Book,1,20,20
379,3720,2024-08-08,Toys,Doll,1,30,30
380,4954,2023-02-06,Toys,Lego Set,2,60,120
381,3924,2024-01-30,Books,Fiction Book,2,15,30
382,1155,2024-11-17,Books,Cookbook,4,25,100
383,2576,2024-10-08,Clothing,Jacket,3,100,300
384,2061,2024-11-18,Electronics,Smartwatch,3,250,750
385,3791,2024-03-19,Electronics,Laptop,2,1200,2400
386,2968,2024-12-12,Home & Kitchen,Blender,1,60,60
387,2393,2024-10-16,Home & Kitchen,Microwave,4,150,600
388,1200,2025-01-04,Books,Cookbook,3,25,75
389,3096,2023-12-15,Clothing,Shoes,4,80,320
390,4135,2024-12-13,Clothing,T-Shirt,2,20,40
391,2066,2023-11-27,Toys,Lego Set,3,60,180
392,1647,2023-03-14,Toys,Action Figure,1,25,25
393,4227,2024-08-29,Home & Kitchen,Microwave,1,150,150
394,1970,2023-07-21,Home & Kitchen,Toaster,2,30,60
395,4460,2024-12-16,Clothing,Jacket,4,100,400
396,2628,2024-05-28,Clothing,T-Shirt,4,20,80
397,1422,2025-01-09,Home & Kitchen,Coffee Maker,3,100,300
398,1967,2023-09-22,Home & Kitchen,Coffee Maker,4,100,400
399,3484,2023-05-22,Home & Kitchen,Microwave,2,150,300
400,4800,2023-07-28,Clothing,Jacket,2,100,200
401,2868,2023-11-20,Home & Kitchen,Coffee Maker,2,100,200
402,3488,2023-05-22,Electronics,Smartphone,3,699,2097
403,1163,2023-12-30,Electronics,Laptop,4,1200,4800
404,1418,2023-04-27,Clothing,Jeans,2,50,100
405,1409,2023-04-21,Books,Non-Fiction Book,2,20,40
406,2421,2024-02-15,Toys,Action Figure,2,25,50
407,1736,2023-03-27,Clothing,Jacket,2,100,200
408,3040,2024-02-24,Clothing,Shoes,1,80,80
409,3628,2024-04-20,Books,Cookbook,1,25,25
410,1137,2024-12-10,Electronics,Laptop,2,1200,2400
411,4389,2023-09-20,Clothing,Shoes,1,80,80
412,4434,2023-03-31,Home & Kitchen,Coffee Maker,1,100,100
413,3387,2024-02-16,Electronics,Laptop,3,1200,3600
414,2796,2024-03-14,Toys,Lego Set,1,60,60
415,1952,2023-12-09,Toys,Doll,1,30,30
416,2769,2023-08-05,Electronics,Headphones,3,150,450
417,4043,2023-10-02,Toys,Action Figure,4,25,100
418,2857,2024-04-11,Home & Kitchen,Toaster,2,30,60
419,2213,2024-08-29,Electronics,Smartphone,2,699,1398
420,4016,2023-08-19,Toys,Doll,4,30,120
421,3272,2024-06-13,Clothing,Jeans,1,50,50
422,3750,2024-02-10,Clothing,T-Shirt,2,20,40
423,2470,2023-07-19,Toys,Lego Set,3,60,180
424,4469,2024-10-20,Home & Kitchen,Blender,4,60,240
425,3267,2025-01-11,Home & Kitchen,Toaster,2,30,60
426,1626,2024-12-18,Clothing,Shoes,2,80,160
427,4179,2023-04-20,Home & Kitchen,Microwave,2,150,300
428,2474,2024-03-23,Home & Kitchen,Blender,1,60,60
429,2329,2024-08-13,Clothing,Jeans,1,50,50
430,3650,2024-09-14,Toys,Action Figure,1,25,25
431,3100,2024-08-31,Toys,Lego Set,2,60,120
432,1292,2023-09-10,Books,Non-Fiction Book,2,20,40
433,3373,2024-11-19,Home & Kitchen,Toaster,4,30,120
434,4237,2024-08-15,Clothing,Shoes,3,80,240
435,1642,2024-08-12,Home & Kitchen,Blender,4,60,240
436,2096,2024-05-10,Books,Cookbook,1,25,25
437,1616,2024-02-03,Home & Kitchen,Toaster,3,30,90
438,3300,2023-09-22,Electronics,Smartwatch,4,250,1000
439,4939,2024-10-24,Clothing,Shoes,1,80,80
440,3100,2024-01-11,Home & Kitchen,Blender,1,60,60
441,1944,2023-09-07,Electronics,Smartwatch,3,250,750
442,1304,2024-01-09,Clothing,Jeans,1,50,50
443,1650,2024-12-02,Clothing,Shoes,1,80,80
444,1135,2024-03-10,Home & Kitchen,Coffee Maker,2,100,200
445,3837,2024-06-18,Clothing,Jeans,4,50,200
446,2721,2023-10-04,Clothing,Shoes,4,80,320
447,4271,2024-09-20,Clothing,Jeans,3,50,150
448,2543,2023-12-22,Home & Kitchen,Microwave,3,150,450
449,3382,2024-01-31,Books,Cookbook,1,25,25
450,2096,2024-03-08,Books,Comics,3,10,30
451,2703,2023-09-26,Books,Comics,4,10,40
452,1406,2024-08-15,Toys,Lego Set,3,60,180
453,4357,2024-03-25,Books,Cookbook,4,25,100
454,1955,2024-03-27,Electronics,Smartphone,3,699,2097
455,1933,2023-03-18,Books,Non-Fiction Book,4,20,80
456,3711,2024-01-26,Clothing,T-Shirt,3,20,60
457,4529,2023-03-09,Clothing,Jacket,2,100,200
458,3132,2024-03-03,Clothing,Jacket,2,100,200
459,4114,2023-05-27,Books,Non-Fiction Book,1,20,20
460,1132,2023-11-14,Toys,Board Game,1,40,40
461,4045,2023-05-23,Books,Non-Fiction Book,3,20,60
462,3886,2024-03-19,Clothing,Jacket,4,100,400
463,3157,2023-04-02,Home & Kitchen,Blender,1,60,60
464,3963,2023-02-21,Books,Comics,4,10,40
465,4654,2023-08-09,Clothing,Shoes,4,80,320
466,4626,2023-08-11,Clothing,Shoes,1,80,80
467,4924,2024-11-05,Clothing,Jacket,1,100,100
468,3384,2023-11-22,Clothing,Shoes,2,80,160
469,4328,2023-10-06,Clothing,Shoes,1,80,80
470,4573,2023-05-12,Books,Comics,4,10,40
471,3168,2023-10-24,Electronics,Headphones,1,150,150
472,3044,2023-04-18,Clothing,Jeans,1,50,50
473,2477,2024-09-04,Clothing,T-Shirt,1,20,20
474,4988,2024-10-26,Home & Kitchen,Toaster,2,30,60
475,2809,2025-02-02,Toys,Board Game,2,40,80
476,3298,2024-08-28,Home & Kitchen,Microwave,2,150,300
477,4762,2024-08-06,Toys,Board Game,4,40,160
478,1591,2023-12-29,Toys,Action Figure,3,25,75
